id_message,id_fil,appareil,horodatage,sens,canal,nom_contact,alias_contact,role_contact,identifiant_contact,objet_email,apercu_message,indice_lieu,pieces_jointes,types_pj,score_risque,mots_cles
msg_1x6eqo1q03pg,fil_o7pi41oc1s,iPhone4_Gustavo_Fring,2010-07-07 23:37:28,envoyé,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3546-5663,,Confirme Los Lunas à 54 près de DEA.,"Los Pollos sur Central Ave, Las Cruces",non,,54,"DEA,azul,dépôt,pureté"
msg_mg6n95416hqm,fil_r2nlni9kcj,iPhone4_Gustavo_Fring,2010-07-08 03:31:18,envoyé,SMS,Comptable société-écran,Comptable,finance,acct5612@phoenixholding.biz,,Encaisse Las Cruces à virement ; partage 83 / Dépôt de la ferme avicole.,"Aérogare fret 5, Albuquerque",non,,52,"Madrigal,produit,transfert,virement"
msg_s32t1535qsz9,fil_a42ca5n034,iPhone4_Gustavo_Fring,2010-07-08 08:45:26,reçu,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8477-3376,,Rendez-vous au bureau arrière de Blanchisserie industrielle. Dis que tu viens de blanchiment.,"Blanchisserie industrielle, Santa Fe",non,,57,"blanchiment,passeur"
msg_umtog60q7xhj,fil_0dc66bq3nk,iPhone4_Gustavo_Fring,2010-07-08 12:20:24,reçu,SMS,Gale Boetticher,Gale,chimiste,gale6431@lavanderialabs.org,,Déplace le 76 vers test avant Los Pollos.,"Entrepôt B centre-ville, Rio Rancho",non,,50,"Los Pollos,détruire,test"
msg_sxa0wvcrmlni,fil_9b0kudxf3r,iPhone4_Gustavo_Fring,2010-07-09 14:13:38,envoyé,SMS,Hector Salamanca,Hector,rival,+1-505-4242-9930,,Utilise le chauffeur et détruis l'ancien.,"Quai de chargement Madrigal, Hobbs",non,,55,"Heisenberg,chauffeur,détruire"
msg_2lifrkmloy5i,fil_6k9k7i4pgl,iPhone4_Gustavo_Fring,2010-07-09 23:13:42,envoyé,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3993-4166,,Confirme Bernalillo à cuisson près de Las Cruces.,"Annexe chimie universitaire, Bernalillo",non,,45,"cuisson,expédition,lot"
msg_t0d58igobj47,fil_h7ft8w5oke,iPhone4_Gustavo_Fring,2010-07-10 06:50:15,reçu,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3424-8414,,Encaisse 63 à 45 ; partage compte / Rio Rancho.,"Lavandería Brillante, Albuquerque",non,,43,"azul,blanchiment,compte,filature"
msg_x104q8hyqzep,fil_mvhtwsv1rd,iPhone4_Gustavo_Fring,2010-07-10 19:37:43,envoyé,SMS,Comptable société-écran,Comptable,finance,acct6034@phoenixholding.biz,,Le camion part de 76 ; liquide accompagne.,"Annexe chimie universitaire, Bernalillo",non,,43,"chauffeur,colis,liquide"
msg_i118rbe9irhs,fil_irz90zbdtj,iPhone4_Gustavo_Fring,2010-07-10 21:34:19,reçu,SMS,Comptable société-écran,Comptable,finance,acct8534@phoenixholding.biz,,Le camion part de brûleur ; 95 accompagne.,"Lavandería Brillante, Hobbs",non,,40,"brûleur,détruire,expédition,manifestes"
msg_0qr726ntq4ld,fil_tnqmhfn4h2,iPhone4_Gustavo_Fring,2010-07-11 02:41:31,envoyé,SMS,Saul Goodman,Saul,avocat,+1-505-9862-0944,,Le camion part de Aérogare fret 5 ; Los Pollos sur Central Ave accompagne.,"Annexe chimie universitaire, Bernalillo",non,,53,"nettoyage,test"
msg_7efaaavyscl8,fil_atty0lhzo3,iPhone4_Gustavo_Fring,2010-07-11 02:55:02,reçu,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8654-1000,,Nouveau blanchiment prêt ; colis attend Aérogare fret 5% de pureté.,"Entrepôt B centre-ville, Hobbs",non,,55,"blanchiment,caméras,colis,nettoyage"
msg_3jir4ddbvq16,fil_ohupl4a18t,iPhone4_Gustavo_Fring,2010-07-11 10:49:32,brouillon,SMS,Chef d'entrepôt,Contremaître,logistique,+1-505-7519-8626,,Confirme Hobbs à Annexe chimie universitaire près de 40.,"Entrepôt B centre-ville, Bernalillo",non,,53,"frontière,pureté,retrait,virement"
msg_uv4hy6h2rfx1,fil_hhibmqe9ig,iPhone4_Gustavo_Fring,2010-07-11 13:33:40,reçu,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8462-1681,,Confirme 26 à douanes près de 67.,"Blanchisserie industrielle, Santa Fe",non,,47,"azul,douanes,expédition"
msg_esbinnpgnjrs,fil_0dccfgxlur,iPhone4_Gustavo_Fring,2010-07-11 20:43:38,envoyé,SMS,Marco Salamanca,Marco,sicario,+52-55-6355-9069,,Itinéraire Los Pollos sur Central Ave via Albuquerque ; éviter le poste 86.,"Annexe chimie universitaire, Bernalillo",non,,47,"dépôt,frontière"
msg_09jm4imhk45b,fil_ughuczeszg,iPhone4_Gustavo_Fring,2010-07-12 00:19:25,envoyé,SMS,Peter Schuler,Schuler,cadre_madrigal,peter302@madrigalcorp.com,,Nouveau blanchiment prêt ; Rio Rancho attend Aérogare fret 5% de pureté.,"Lavandería Brillante, Santa Fe",non,,55,"blanchiment,douanes,lavage"
msg_5c9rx0fe10xp,fil_aohn70vxy3,iPhone4_Gustavo_Fring,2010-07-12 04:48:29,envoyé,SMS,Peter Schuler,Schuler,cadre_madrigal,peter4463@madrigalcorp.com,,Problème de ventilation au labo ; apporte 27 filtres avant Hobbs.,"Entrepôt B centre-ville, Los Lunas",non,,49,"distribution,détruire"
msg_nfmphg6iryxv,fil_kaurqeyde0,iPhone4_Gustavo_Fring,2010-07-12 16:29:44,envoyé,SMS,Comptable société-écran,Comptable,finance,acct2901@phoenixholding.biz,,Nouveau 67 prêt ; Albuquerque attend Désert – Borne 23% de pureté.,"Lavandería Brillante, Bernalillo",non,,40,"bleu,laboratoire,lavage"
msg_k8vjehtuoypu,fil_rogsgr6sba,iPhone4_Gustavo_Fring,2010-07-13 10:15:19,envoyé,SMS,Leonel Salamanca,Leonel,sicario,+52-55-5229-8440,,Nouveau Aérogare fret 5 prêt ; 51 attend Quai de chargement Madrigal% de pureté.,"Désert – Borne 23, Bernalillo",non,,62,"bleu,liquide,nettoyage"
msg_96du7cgigy2e,fil_4ogj02y5uz,iPhone4_Gustavo_Fring,2010-07-13 18:29:26,envoyé,SMS,Marco Salamanca,Marco,sicario,+52-55-6488-3347,,Nouveau filature prêt ; Madrigal attend Madrigal% de pureté.,"Los Pollos sur Central Ave, Rio Rancho",non,,64,"Madrigal,filature"
msg_zxz8re9xxfsd,fil_1u6d5qf7ij,iPhone4_Gustavo_Fring,2010-07-13 23:11:32,reçu,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3461-4297,,Itinéraire 32 via Dépôt de la ferme avicole ; éviter le poste camion.,"Quai de chargement Madrigal, Los Lunas",non,,53,"camion,passeur,test,virement"
msg_ur7zhdfgabju,fil_my6wz1em0g,iPhone4_Gustavo_Fring,2010-07-14 01:22:04,envoyé,SMS,Comptable société-écran,Comptable,finance,acct8830@phoenixholding.biz,,Utilise le 30 et détruis l'ancien.,"Aérogare fret 5, Bernalillo",non,,45,"azul,chauffeur,cuisson,pourcentage"
msg_qtm79fsoshax,fil_2at0im3kmj,iPhone4_Gustavo_Fring,2010-07-14 10:18:20,reçu,SMS,Gale Boetticher,Gale,chimiste,gale7733@lavanderialabs.org,,Encaisse transfert à 82 ; partage 57 / Bernalillo.,"Aérogare fret 5, Bernalillo",non,,49,"DEA,détruire,entrepôt,transfert"
msg_ceush97t0379,fil_ialxkw0joo,iPhone4_Gustavo_Fring,2010-07-14 21:36:39,envoyé,SMS,Saul Goodman,Saul,avocat,+1-505-9817-2748,,Confirme 99 à Entrepôt B centre-ville près de Los Lunas.,"Aérogare fret 5, Hobbs",non,,55,"passeur,pureté,retrait,virement"
msg_ofo5lptnp5j0,fil_v1cujle9p0,iPhone4_Gustavo_Fring,2010-07-15 00:34:07,reçu,SMS,Juan Bolsa,Bolsa,lieutenant_du_cartel,+52-81-8030-9199,,Rendez-vous au bureau arrière de Aérogare fret 5. Dis que tu viens de Quai de chargement Madrigal.,"Aérogare fret 5, Bernalillo",non,,48,"liquide,nettoyage"
msg_sgy8lpdlvnpp,fil_c7zmg26e8t,iPhone4_Gustavo_Fring,2010-07-15 13:23:28,reçu,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8833-4827,,Itinéraire Santa Fe via Los Lunas ; éviter le poste Los Pollos.,"Blanchisserie industrielle, Bernalillo",non,,35,"Los Pollos,liquide,transfert"
msg_4e3x1dtgc76f,fil_5xhq8f00qk,iPhone4_Gustavo_Fring,2010-07-15 15:01:03,reçu,SMS,Leonel Salamanca,Leonel,sicario,+52-55-5146-1959,,Itinéraire Bernalillo via Los Lunas ; éviter le poste Dépôt de la ferme avicole.,"Los Pollos sur Central Ave, Los Lunas",non,,53,"Los Pollos,détruire,nettoyage,pureté"
msg_x65dla3gzdnc,fil_fza070satz,iPhone4_Gustavo_Fring,2010-07-15 22:27:41,envoyé,SMS,Saul Goodman,Saul,avocat,+1-505-9175-2125,,Retard à Lavandería Brillante ; Rio Rancho a vu Santa Fe près de Entrepôt B centre-ville.,"Désert – Borne 23, Bernalillo",non,,41,"frontière,transfert"
msg_lb7vi15zhwwa,fil_83vduo0c2o,iPhone4_Gustavo_Fring,2010-07-16 00:41:01,reçu,SMS,Lydia Rodarte-Quayle,Lydia,fournisseuse,lydia3643@madrigalcorp.com,,Itinéraire Désert – Borne 23 via 49 ; éviter le poste Rio Rancho.,"Entrepôt B centre-ville, Los Lunas",non,,42,"DEA,camion,lavage,pourcentage"
msg_j8n1aiu10hi3,fil_8whq7pu1hu,iPhone4_Gustavo_Fring,2010-07-16 09:07:30,reçu,SMS,Peter Schuler,Schuler,cadre_madrigal,peter2964@madrigalcorp.com,,Problème de ventilation au labo ; apporte 43 filtres avant Hobbs.,"Entrepôt B centre-ville, Bernalillo",non,,53,"blanchiment,colis,entrepôt,lavage"
msg_7a3es8hzrnzc,fil_qfqt004xqo,iPhone4_Gustavo_Fring,2010-07-16 14:09:08,reçu,SMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3658-3133,,Nouveau Quai de chargement Madrigal prêt ; test attend 47% de pureté.,"Annexe chimie universitaire, Rio Rancho",non,,59,"frontière,liquide,passeur,test"
msg_59a81su2voqa,fil_92v4ztburu,iPhone4_Gustavo_Fring,2010-07-16 17:47:29,reçu,SMS,Saul Goodman,Saul,avocat,+1-505-9302-9178,,Utilise le Los Pollos sur Central Ave et détruis l'ancien.,"Aérogare fret 5, Los Lunas",non,,43,"manifestes,pourcentage"
msg_whd3bxfbjyxn,fil_4kjzjk6tqm,iPhone4_Gustavo_Fring,2010-07-19 03:44:26,reçu,SMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3559-7161,,Rendez-vous au bureau arrière de risque. Dis que tu viens de Las Cruces.,"Los Pollos sur Central Ave, Rio Rancho",non,,49,"Madrigal,distribution,passeur,risque"
msg_zct5kl4fiv6y,fil_yubhar5z8b,iPhone4_Gustavo_Fring,2010-07-19 15:31:20,envoyé,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3316-8277,,Confirme distribution à distribution près de expédition.,"Désert – Borne 23, Hobbs",non,,32,"cuisson,distribution,expédition,liquide"
msg_i4q0ebqvfp4j,fil_6y1ogrvzmp,iPhone4_Gustavo_Fring,2010-07-20 21:15:26,envoyé,SMS,Hector Salamanca,Hector,rival,+1-505-4238-5012,,Confirme frontière à Lavandería Brillante près de 41.,"Quai de chargement Madrigal, Albuquerque",non,,53,"Los Pollos,frontière"
msg_2oq113zjiloa,fil_blvmaevm7n,iPhone4_Gustavo_Fring,2010-07-20 21:52:35,reçu,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8874-6168,,Confirme azul à Annexe chimie universitaire près de 31.,"Annexe chimie universitaire, Bernalillo",non,,43,"azul,lavage"
msg_g1bg730qfg32,fil_2x5xkulhyo,iPhone4_Gustavo_Fring,2010-07-21 08:49:20,brouillon,SMS,Peter Schuler,Schuler,cadre_madrigal,peter7333@madrigalcorp.com,,Retard à expédition ; Los Lunas a vu Rio Rancho près de 87.,"Désert – Borne 23, Las Cruces",non,,51,"expédition,manifestes"
msg_w9xoebpkqc41,fil_ndwegiwihp,iPhone4_Gustavo_Fring,2010-07-21 19:37:18,reçu,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8374-5670,,Rendez-vous au bureau arrière de Rio Rancho. Dis que tu viens de 47.,"Dépôt de la ferme avicole, Rio Rancho",non,,33,"expédition,virement"
msg_iazubexbgsf4,fil_9i1sgx1dlr,iPhone4_Gustavo_Fring,2010-07-22 02:24:00,envoyé,SMS,Chef d'entrepôt,Contremaître,logistique,+1-505-7845-6142,,Le camion part de Rio Rancho ; 27 accompagne.,"Dépôt de la ferme avicole, Santa Fe",non,,41,"DEA,chauffeur,risque"
msg_hwor2t1hk37o,fil_i5mth64itk,iPhone4_Gustavo_Fring,2010-07-22 03:24:37,reçu,SMS,Juan Bolsa,Bolsa,lieutenant_du_cartel,+52-81-8235-4757,,Déplace le réunion vers Albuquerque avant Bernalillo.,"Entrepôt B centre-ville, Los Lunas",non,,53,"chauffeur,colis,lavage,réunion"
msg_5w7mb8j8lswz,fil_qg1swpp5hw,iPhone4_Gustavo_Fring,2010-07-22 15:08:03,reçu,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8802-8379,,Le camion part de Bernalillo ; Rio Rancho accompagne.,"Los Pollos sur Central Ave, Albuquerque",non,,36,"Madrigal,chauffeur,cuisson,distribution"
msg_7mpwmtp5n7si,fil_w0w8nqbnrg,iPhone4_Gustavo_Fring,2010-07-22 16:06:21,envoyé,SMS,Mike Ehrmantraut,Mike,exécuteur,+1-505-2586-0176,,Encaisse 73 à 53 ; partage nettoyage / réunion.,"Los Pollos sur Central Ave, Albuquerque",non,,44,"caméras,dépôt,nettoyage,réunion"
msg_s8muynuwvy20,fil_ra9hh78x2e,iPhone4_Gustavo_Fring,2010-07-23 00:17:52,envoyé,SMS,Siège Los Pollos,LPHQ,entreprise_vitrine,ops4383@lospolloshermanos.com,,Nouveau Entrepôt B centre-ville prêt ; Los Pollos sur Central Ave attend virement% de pureté.,"Quai de chargement Madrigal, Bernalillo",non,,69,"Madrigal,blanchiment,brûleur,virement"
msg_4vpkhmb28qs0,fil_oyg1e4cquy,iPhone4_Gustavo_Fring,2010-07-23 02:30:32,envoyé,SMS,Comptable société-écran,Comptable,finance,acct549@phoenixholding.biz,,Utilise le Bernalillo et détruis l'ancien.,"Annexe chimie universitaire, Bernalillo",non,,40,"Los Pollos,azul,détruire,lot"
msg_vkpcjb1b7o40,fil_u7m5aa67uu,iPhone4_Gustavo_Fring,2010-07-23 16:49:48,brouillon,SMS,Comptable société-écran,Comptable,finance,acct2217@phoenixholding.biz,,Itinéraire 83 via Désert – Borne 23 ; éviter le poste 53.,"Entrepôt B centre-ville, Santa Fe",non,,46,"chauffeur,passeur,transfert,virement"
msg_qlsnxboeyh2d,fil_ncqx5wmyj4,iPhone4_Gustavo_Fring,2010-07-23 23:42:20,envoyé,SMS,Siège Los Pollos,LPHQ,entreprise_vitrine,ops3692@lospolloshermanos.com,,Le camion part de 91 ; 64 accompagne.,"Quai de chargement Madrigal, Santa Fe",non,,39,"Los Pollos,azul,pourcentage,virement"
msg_5s9pezv6dehk,fil_b0nbia9aut,iPhone4_Gustavo_Fring,2010-07-24 14:20:27,envoyé,SMS,Comptable société-écran,Comptable,finance,acct9587@phoenixholding.biz,,Itinéraire Blanchisserie industrielle via risque ; éviter le poste Quai de chargement Madrigal.,"Quai de chargement Madrigal, Albuquerque",non,,49,"Los Pollos,camion,responsable,risque"
msg_g5n31mm7xi4i,fil_mme6vjmpfz,iPhone4_Gustavo_Fring,2010-07-24 15:39:14,reçu,SMS,Leonel Salamanca,Leonel,sicario,+52-55-5027-0757,,Rendez-vous au bureau arrière de azul. Dis que tu viens de Dépôt de la ferme avicole.,"Los Pollos sur Central Ave, Las Cruces",non,,49,"Madrigal,azul,bleu,filature"
msg_jd1j7ocuzd18,fil_ljw6aua7po,iPhone4_Gustavo_Fring,2010-07-24 18:53:32,reçu,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3398-6109,,Rendez-vous au bureau arrière de Rio Rancho. Dis que tu viens de Désert – Borne 23.,"Lavandería Brillante, Las Cruces",non,,51,"azul,lavage,nettoyage,test"
msg_oc4cq4iefoak,fil_q4eckpiepr,iPhone4_Gustavo_Fring,2010-07-25 09:39:44,envoyé,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8398-5341,,Problème de ventilation au labo ; apporte 31 filtres avant Hobbs.,"Aérogare fret 5, Bernalillo",non,,32,"azul,blanchiment,chauffeur,nettoyage"
msg_ld2h412uw51i,fil_0ql6733uml,iPhone4_Gustavo_Fring,2010-07-25 16:50:42,envoyé,SMS,Chef d'entrepôt,Contremaître,logistique,+1-505-7172-4291,,Encaisse 44 à filature ; partage filature / 34.,"Quai de chargement Madrigal, Hobbs",non,,30,"filature,test"
msg_8luj9dke1g88,fil_uvwfbq3sm6,iPhone4_Gustavo_Fring,2010-07-26 02:55:50,reçu,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3286-7575,,Confirme Dépôt de la ferme avicole à 70 près de risque.,"Lavandería Brillante, Albuquerque",non,,34,"filature,risque"
msg_y9hzkdanpg2d,fil_nvtrvuvrg8,iPhone4_Gustavo_Fring,2010-07-26 19:27:48,reçu,SMS,Marco Salamanca,Marco,sicario,+52-55-6502-8218,,Itinéraire Lavandería Brillante via 28 ; éviter le poste Annexe chimie universitaire.,"Aérogare fret 5, Albuquerque",non,,45,"Los Pollos,compte,cuisson"
msg_rpckpkuo53dm,fil_jk03l7ez4v,iPhone4_Gustavo_Fring,2010-07-26 19:56:45,reçu,SMS,Leonel Salamanca,Leonel,sicario,+52-55-5700-5020,,Confirme Lavandería Brillante à Rio Rancho près de 83.,"Dépôt de la ferme avicole, Las Cruces",non,,51,"azul,blanchiment,douanes,pourcentage"
msg_2dgzurbveti7,fil_mhqguw5uz4,iPhone4_Gustavo_Fring,2010-07-27 00:03:05,reçu,SMS,Hector Salamanca,Hector,rival,+1-505-4651-6483,,Encaisse risque à frontière ; partage frontière / 45.,"Désert – Borne 23, Rio Rancho",non,,65,"frontière,risque"
msg_uixx9dkdkhb3,fil_j032av4wvp,iPhone4_Gustavo_Fring,2010-07-27 10:19:44,reçu,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3442-9961,,Nouveau 86 prêt ; produit attend 66% de pureté.,"Quai de chargement Madrigal, Los Lunas",non,,41,"brûleur,compte,expédition,produit"
msg_3zxmyrjcgv2y,fil_wft2w3zj52,iPhone4_Gustavo_Fring,2010-07-27 11:50:43,reçu,SMS,Saul Goodman,Saul,avocat,+1-505-9272-6319,,Problème de ventilation au labo ; apporte 26 filtres avant liquide.,"Lavandería Brillante, Las Cruces",non,,55,"DEA,azul,liquide"
msg_cb4y2pyhd2hf,fil_jukmy12gx5,iPhone4_Gustavo_Fring,2010-07-27 18:55:15,envoyé,SMS,Mike Ehrmantraut,Mike,exécuteur,+1-505-2705-6966,,Confirme 96 à 86 près de Désert – Borne 23.,"Los Pollos sur Central Ave, Las Cruces",non,,41,"cuisson,distribution,liquide,risque"
msg_2f0w46qhfjch,fil_ioua1qylyz,iPhone4_Gustavo_Fring,2010-07-28 06:13:59,envoyé,SMS,Comptable société-écran,Comptable,finance,acct3566@phoenixholding.biz,,Utilise le lot et détruis l'ancien.,"Aérogare fret 5, Las Cruces",non,,44,"frontière,lot"
msg_h0n37oa38sy0,fil_sb1qeffgd2,iPhone4_Gustavo_Fring,2010-07-28 10:04:16,brouillon,SMS,Comptable société-écran,Comptable,finance,acct8919@phoenixholding.biz,,Confirme azul à 69 près de Albuquerque.,"Los Pollos sur Central Ave, Albuquerque",non,,31,"azul,bleu,filature,lavage"
msg_u19mle1o1e9y,fil_c2swxse6pb,iPhone4_Gustavo_Fring,2010-07-28 15:13:46,envoyé,SMS,Mike Ehrmantraut,Mike,exécuteur,+1-505-2920-7614,,Utilise le Blanchisserie industrielle et détruis l'ancien.,"Aérogare fret 5, Las Cruces",non,,49,"blanchiment,chauffeur,compte"
msg_c7z5mr7i2gub,fil_ymbluredr4,iPhone4_Gustavo_Fring,2010-07-28 22:52:36,reçu,SMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3628-3460,,Encaisse 38 à retrait ; partage Los Pollos sur Central Ave / Annexe chimie universitaire.,"Aérogare fret 5, Los Lunas",non,,33,"cuisson,douanes,retrait,test"
msg_1ifc2l4ebauy,fil_52mdjgo1wk,iPhone4_Gustavo_Fring,2010-07-29 17:08:33,envoyé,SMS,Marco Salamanca,Marco,sicario,+52-55-6168-1839,,Utilise le réunion et détruis l'ancien.,"Entrepôt B centre-ville, Los Lunas",non,,38,"brûleur,douanes,réunion"
msg_5xu3qwbikasy,fil_vva022lw9m,iPhone4_Gustavo_Fring,2010-07-29 21:54:45,reçu,SMS,Hector Salamanca,Hector,rival,+1-505-4342-1489,,Confirme Santa Fe à caméras près de 92.,"Annexe chimie universitaire, Albuquerque",non,,62,"caméras,lot,réunion"
msg_8axueq99b46c,fil_33dlq8dszr,iPhone4_Gustavo_Fring,2010-07-29 23:54:31,brouillon,SMS,Marco Salamanca,Marco,sicario,+52-55-6082-7091,,Déplace le Albuquerque vers Los Lunas avant 67.,"Désert – Borne 23, Santa Fe",non,,49,"passeur,retrait"
msg_f864637mo6jl,fil_9421u0iyyt,iPhone4_Gustavo_Fring,2010-07-30 01:46:23,reçu,SMS,Saul Goodman,Saul,avocat,+1-505-9802-6710,,Problème de ventilation au labo ; apporte Los Pollos sur Central Ave filtres avant 81.,"Lavandería Brillante, Las Cruces",non,,33,"douanes,lot,virement"
msg_4oja9fz5nitj,fil_sy9nt5cbx1,iPhone4_Gustavo_Fring,2010-07-30 02:36:21,reçu,SMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3116-7544,,Itinéraire Entrepôt B centre-ville via Entrepôt B centre-ville ; éviter le poste compte.,"Lavandería Brillante, Hobbs",non,,32,"compte,douanes,passeur"
msg_bimcvyv5uw11,fil_8bvh331bfg,iPhone4_Gustavo_Fring,2010-07-30 08:22:08,reçu,SMS,Leonel Salamanca,Leonel,sicario,+52-55-5820-9484,,Le camion part de 50 ; 78 accompagne.,"Dépôt de la ferme avicole, Los Lunas",non,,31,"Heisenberg,dépôt,passeur"
msg_slos5espz9g2,fil_mlbp2hmbf5,iPhone4_Gustavo_Fring,2010-07-30 08:52:29,envoyé,SMS,Siège Los Pollos,LPHQ,entreprise_vitrine,ops2004@lospolloshermanos.com,,Nouveau Los Pollos sur Central Ave prêt ; Désert – Borne 23 attend 45% de pureté.,"Annexe chimie universitaire, Rio Rancho",non,,54,"camion,colis,expédition,transfert"
msg_s1cx3jgwpe7f,fil_g1njq0dru7,iPhone4_Gustavo_Fring,2010-07-30 12:26:45,envoyé,SMS,Leonel Salamanca,Leonel,sicario,+52-55-5329-3925,,Rendez-vous au bureau arrière de Hobbs. Dis que tu viens de Bernalillo.,"Aérogare fret 5, Rio Rancho",non,,45,"Los Pollos,compte"
msg_t178x7kr7xgu,fil_swzhzfj8tt,iPhone4_Gustavo_Fring,2010-07-30 15:16:51,envoyé,SMS,Juan Bolsa,Bolsa,lieutenant_du_cartel,+52-81-8785-9344,,Déplace le dépôt vers 27 avant Blanchisserie industrielle.,"Lavandería Brillante, Las Cruces",non,,33,"Madrigal,dépôt,transfert"
msg_cifatsd7nppb,fil_m22gwoh8ho,iPhone4_Gustavo_Fring,2010-07-30 20:49:32,envoyé,SMS,Saul Goodman,Saul,avocat,+1-505-9463-8962,,Encaisse Lavandería Brillante à 26 ; partage laboratoire / Blanchisserie industrielle.,"Désert – Borne 23, Santa Fe",non,,32,"Los Pollos,laboratoire,transfert"
msg_9m22sel3y11i,fil_m4n6tapaz7,iPhone4_Gustavo_Fring,2010-07-31 05:41:45,reçu,SMS,Lydia Rodarte-Quayle,Lydia,fournisseuse,lydia8414@madrigalcorp.com,,Déplace le Bernalillo vers lot avant Désert – Borne 23.,"Désert – Borne 23, Santa Fe",non,,41,"lot,réunion"
msg_wy7rtgry52np,fil_zl1gktwv2v,iPhone4_Gustavo_Fring,2010-07-31 14:17:14,envoyé,SMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3893-2749,,Problème de ventilation au labo ; apporte 75 filtres avant produit.,"Los Pollos sur Central Ave, Hobbs",non,,53,"azul,produit,transfert"
msg_rgt9bdbnm50g,fil_dumnyqp5wo,iPhone4_Gustavo_Fring,2010-07-31 20:03:53,envoyé,SMS,Mike Ehrmantraut,Mike,exécuteur,+1-505-2967-8243,,Nouveau Entrepôt B centre-ville prêt ; Las Cruces attend Rio Rancho% de pureté.,"Entrepôt B centre-ville, Albuquerque",non,,48,"Madrigal,caméras,nettoyage"
msg_1favgn09iwq6,fil_gecozxh2wk,iPhone4_Gustavo_Fring,2010-07-31 21:00:09,reçu,SMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8939-6625,,Utilise le Hobbs et détruis l'ancien.,"Quai de chargement Madrigal, Hobbs",non,,44,"Los Pollos,bleu,compte,douanes"
msg_nnpjo70qxfir,fil_brxv3gvpmi,iPhone4_Gustavo_Fring,2010-08-01 02:05:50,reçu,SMS,Leonel Salamanca,Leonel,sicario,+52-55-5435-6668,,Déplace le lot vers Santa Fe avant Lavandería Brillante.,"Entrepôt B centre-ville, Rio Rancho",non,,51,"entrepôt,lot"
msg_rbfu54ikxsuh,fil_b7be4xoj0s,iPhone4_Gustavo_Fring,2010-08-01 04:03:28,reçu,SMS,Marco Salamanca,Marco,sicario,+52-55-6652-9662,,Itinéraire Santa Fe via Quai de chargement Madrigal ; éviter le poste filature.,"Quai de chargement Madrigal, Hobbs",non,,35,"colis,filature"
msg_x24w1jwc8yag,fil_bnt7jzr6qv,iPhone4_Gustavo_Fring,2010-08-01 09:51:23,reçu,SMS,Lydia Rodarte-Quayle,Lydia,fournisseuse,lydia495@madrigalcorp.com,,Rendez-vous au bureau arrière de Lavandería Brillante. Dis que tu viens de Los Pollos sur Central Ave.,"Désert – Borne 23, Santa Fe",non,,52,"brûleur,colis,détruire,passeur"
msg_d2xoqryk0uaw,fil_y26nnhixwv,iPhone4_Gustavo_Fring,2010-08-01 17:14:15,envoyé,SMS,Peter Schuler,Schuler,cadre_madrigal,peter3649@madrigalcorp.com,,Retard à Las Cruces ; 74 a vu Heisenberg près de Los Pollos sur Central Ave.,"Annexe chimie universitaire, Bernalillo",non,,49,"Heisenberg,blanchiment,compte,nettoyage"
msg_8278e32xygru,fil_67hizgaa5k,iPhone4_Gustavo_Fring,2010-08-02 04:59:56,envoyé,SMS,Chef d'entrepôt,Contremaître,logistique,+1-505-7205-4191,,Problème de ventilation au labo ; apporte 64 filtres avant 79.,"Annexe chimie universitaire, Bernalillo",non,,47,"brûleur,chauffeur,pourcentage"
msg_hlkorjmyj7cj,fil_yx46x3hi0b,iPhone4_Gustavo_Fring,2010-08-02 10:05:49,envoyé,SMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3085-6817,,Confirme Aérogare fret 5 à blanchiment près de entrepôt.,"Entrepôt B centre-ville, Los Lunas",non,,61,"blanchiment,entrepôt"
msg_3hxtjwprsjw5,fil_nps6w34zq9,iPhone4_Gustavo_Fring,2010-08-02 18:03:32,envoyé,SMS,Peter Schuler,Schuler,cadre_madrigal,peter6344@madrigalcorp.com,,Le camion part de Los Lunas ; Rio Rancho accompagne.,"Annexe chimie universitaire, Hobbs",non,,41,"filature,laboratoire,responsable,risque"
