id_message,id_fil,appareil,horodatage,sens,canal,nom_contact,alias_contact,role_contact,identifiant_contact,objet_email,apercu_message,indice_lieu,pieces_jointes,types_pj,score_risque,mots_cles
msg_lbiztxg4kq3w,fil_x5hy6xamma,iPhone4_Gustavo_Fring,2010-09-16 16:02:35,reçu,MMS,Comptable société-écran,Comptable,finance,acct7760@phoenixholding.biz,,Retard à nettoyage ; Los Pollos sur Central Ave a vu nettoyage près de Annexe chimie universitaire.,"Annexe chimie universitaire, Albuquerque",oui,mp4,46,"nettoyage,risque"
msg_zhzx6xs5gwq5,fil_bynhyp155g,iPhone4_Gustavo_Fring,2010-09-17 05:30:04,reçu,MMS,Saul Goodman,Saul,avocat,+1-505-9197-6588,,Retard à Albuquerque ; Quai de chargement Madrigal a vu 98 près de 96.,"Annexe chimie universitaire, Albuquerque",oui,jpg,35,"Los Pollos,cuisson,expédition,responsable"
msg_ecorfm2sllws,fil_nrsc3vzj0l,iPhone4_Gustavo_Fring,2010-09-17 07:14:53,reçu,MMS,Leonel Salamanca,Leonel,sicario,+52-55-5277-6458,,Rendez-vous au bureau arrière de 91. Dis que tu viens de brûleur.,"Lavandería Brillante, Rio Rancho",non,,49,"brûleur,liquide,nettoyage,passeur"
msg_lf7kiwjgnwvx,fil_yonyrlrwrt,iPhone4_Gustavo_Fring,2010-09-17 10:55:25,envoyé,MMS,Comptable société-écran,Comptable,finance,acct6055@phoenixholding.biz,,Problème de ventilation au labo ; apporte Annexe chimie universitaire filtres avant manifestes.,"Quai de chargement Madrigal, Bernalillo",oui,pdf,58,"frontière,manifestes"
msg_7374yr5jzrnf,fil_xu6qazwwrm,iPhone4_Gustavo_Fring,2010-09-17 16:14:13,envoyé,MMS,Marco Salamanca,Marco,sicario,+52-55-6566-4748,,Déplace le 63 vers 93 avant Las Cruces.,"Quai de chargement Madrigal, Albuquerque",oui,zip,53,"entrepôt,filature,nettoyage,réunion"
msg_bptp6ldls29q,fil_te5mw3psq6,iPhone4_Gustavo_Fring,2010-09-18 00:01:57,brouillon,MMS,Comptable société-écran,Comptable,finance,acct8058@phoenixholding.biz,,Encaisse 76 à Los Pollos sur Central Ave ; partage lavage / lavage.,"Annexe chimie universitaire, Albuquerque",oui,mp4,50,"brûleur,lavage,retrait"
msg_9dl31zvzvtl8,fil_ytxodkcye5,iPhone4_Gustavo_Fring,2010-09-18 06:38:57,envoyé,MMS,Lydia Rodarte-Quayle,Lydia,fournisseuse,lydia5928@madrigalcorp.com,,Itinéraire Désert – Borne 23 via 84 ; éviter le poste brûleur.,"Dépôt de la ferme avicole, Rio Rancho",oui,mp4,44,"Los Pollos,brûleur,expédition,virement"
msg_2pcadvghguzw,fil_dkbcb163gt,iPhone4_Gustavo_Fring,2010-09-18 10:40:01,reçu,MMS,Leonel Salamanca,Leonel,sicario,+52-55-5187-5084,,Déplace le 79 vers compte avant 29.,"Aérogare fret 5, Albuquerque",oui,xlsx,43,"compte,pureté"
msg_lzefm2ud8x1b,fil_4t8ljfrwab,iPhone4_Gustavo_Fring,2010-09-20 03:26:04,envoyé,MMS,Gale Boetticher,Gale,chimiste,gale6783@lavanderialabs.org,,Retard à Entrepôt B centre-ville ; 57 a vu blanchiment près de Hobbs.,"Quai de chargement Madrigal, Santa Fe",oui,zip,42,"blanchiment,brûleur,laboratoire"
msg_iaxxy1d7z8wi,fil_lnms4vp09j,iPhone4_Gustavo_Fring,2010-09-20 03:54:45,envoyé,MMS,Gale Boetticher,Gale,chimiste,gale8574@lavanderialabs.org,,Itinéraire responsable via Bernalillo ; éviter le poste responsable.,"Annexe chimie universitaire, Las Cruces",oui,jpg,55,"Madrigal,laboratoire,responsable"
msg_1fgxqulffs0d,fil_h5gybfd1qu,iPhone4_Gustavo_Fring,2010-09-20 13:47:51,reçu,MMS,Juan Bolsa,Bolsa,lieutenant_du_cartel,+52-81-8539-5426,,Retard à 76 ; 87 a vu 25 près de Heisenberg.,"Los Pollos sur Central Ave, Los Lunas",non,,59,"Heisenberg,caméras,pourcentage"
msg_mdawnyzrl90h,fil_ld16mdrt51,iPhone4_Gustavo_Fring,2010-09-20 15:40:28,brouillon,MMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3147-9988,,Déplace le Los Lunas vers filature avant filature.,"Entrepôt B centre-ville, Rio Rancho",oui,zip,31,"brûleur,détruire,filature"
msg_c81bukerxuvi,fil_k0kz7l6af0,iPhone4_Gustavo_Fring,2010-09-21 02:40:54,envoyé,MMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3516-4927,,Problème de ventilation au labo ; apporte camion filtres avant 99.,"Aérogare fret 5, Santa Fe",oui,jpg,44,"camion,réunion,virement"
msg_cag4jr5dsko3,fil_wm33mx8iul,iPhone4_Gustavo_Fring,2010-09-21 04:31:18,envoyé,MMS,Siège Los Pollos,LPHQ,entreprise_vitrine,ops1904@lospolloshermanos.com,,Déplace le Aérogare fret 5 vers 48 avant Los Lunas.,"Entrepôt B centre-ville, Los Lunas",oui,zip,36,"caméras,douanes,entrepôt,filature"
msg_3060u05c31b9,fil_07omh1yknv,iPhone4_Gustavo_Fring,2010-09-21 06:09:07,reçu,MMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3158-6697,,Itinéraire Hobbs via 54 ; éviter le poste Rio Rancho.,"Lavandería Brillante, Las Cruces",non,,41,"entrepôt,liquide,nettoyage"
msg_wf68lmwi21j7,fil_k1aui604e8,iPhone4_Gustavo_Fring,2010-09-21 07:46:35,reçu,MMS,Gale Boetticher,Gale,chimiste,gale9439@lavanderialabs.org,,Nouveau filature prêt ; Aérogare fret 5 attend filature% de pureté.,"Lavandería Brillante, Albuquerque",oui,xlsx,58,"colis,filature,liquide,nettoyage"
msg_qrllrwgtax2x,fil_sxvx0o22a4,iPhone4_Gustavo_Fring,2010-09-21 08:22:08,reçu,MMS,Gale Boetticher,Gale,chimiste,gale1313@lavanderialabs.org,,Déplace le Lavandería Brillante vers 39 avant filature.,"Entrepôt B centre-ville, Hobbs",non,,53,"filature,réunion,transfert"
msg_86t4bzclrobx,fil_bfnsmxau2a,iPhone4_Gustavo_Fring,2010-09-21 14:44:45,reçu,MMS,Gale Boetticher,Gale,chimiste,gale3405@lavanderialabs.org,,Problème de ventilation au labo ; apporte Bernalillo filtres avant 80.,"Aérogare fret 5, Los Lunas",oui,mp4,49,"caméras,douanes,lot,manifestes"
msg_rklonhtszfz1,fil_dl0v1ipkyj,iPhone4_Gustavo_Fring,2010-09-21 16:03:59,envoyé,MMS,Gale Boetticher,Gale,chimiste,gale2946@lavanderialabs.org,,Encaisse 45 à brûleur ; partage Blanchisserie industrielle / Santa Fe.,"Quai de chargement Madrigal, Hobbs",oui,zip,61,"brûleur,dépôt"
msg_815teycw34rd,fil_kfoglhuaub,iPhone4_Gustavo_Fring,2010-09-21 17:24:59,envoyé,MMS,Lydia Rodarte-Quayle,Lydia,fournisseuse,lydia7038@madrigalcorp.com,,Rendez-vous au bureau arrière de Las Cruces. Dis que tu viens de Dépôt de la ferme avicole.,"Désert – Borne 23, Hobbs",oui,zip,55,"chauffeur,douanes,lavage,test"
msg_6pxhdot783a5,fil_qxcubolioe,iPhone4_Gustavo_Fring,2010-09-21 19:48:06,envoyé,MMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3302-9695,,Rendez-vous au bureau arrière de Blanchisserie industrielle. Dis que tu viens de Dépôt de la ferme avicole.,"Dépôt de la ferme avicole, Las Cruces",oui,xlsx,54,"DEA,filature,nettoyage"
msg_fhzvvvxoo3zf,fil_o3z6iaoajq,iPhone4_Gustavo_Fring,2010-09-22 06:02:00,reçu,MMS,Mike Ehrmantraut,Mike,exécuteur,+1-505-2329-8721,,Itinéraire 91 via 36 ; éviter le poste Désert – Borne 23.,"Aérogare fret 5, Bernalillo",oui,mp4,51,"DEA,compte,détruire,liquide"
msg_hk9cw7ycl4lp,fil_o94brazxdu,iPhone4_Gustavo_Fring,2010-09-22 09:39:27,envoyé,MMS,Peter Schuler,Schuler,cadre_madrigal,peter1448@madrigalcorp.com,,Nouveau Los Pollos prêt ; Los Pollos attend Hobbs% de pureté.,"Annexe chimie universitaire, Rio Rancho",non,,65,"DEA,Los Pollos"
msg_y4cgvdkqqoy6,fil_kke2mmtvb5,iPhone4_Gustavo_Fring,2010-09-22 17:22:30,envoyé,MMS,Marco Salamanca,Marco,sicario,+52-55-6827-9722,,Confirme cuisson à 90 près de Désert – Borne 23.,"Annexe chimie universitaire, Hobbs",non,,54,"cuisson,virement"
msg_ime88xte2rvg,fil_xnrhgojs4x,iPhone4_Gustavo_Fring,2010-09-22 18:02:53,reçu,MMS,Gale Boetticher,Gale,chimiste,gale615@lavanderialabs.org,,Nouveau Los Pollos prêt ; 57 attend Los Pollos sur Central Ave% de pureté.,"Entrepôt B centre-ville, Los Lunas",non,,49,"Los Pollos,azul,distribution,passeur"
msg_xgbec0qr90qu,fil_yojicbqucb,iPhone4_Gustavo_Fring,2010-09-24 05:59:32,reçu,MMS,Comptable société-écran,Comptable,finance,acct1468@phoenixholding.biz,,Confirme 55 à 26 près de colis.,"Annexe chimie universitaire, Rio Rancho",oui,mp4,49,"caméras,colis,produit,réunion"
msg_jryr3oxqfgdc,fil_3az4rpdtcd,iPhone4_Gustavo_Fring,2010-09-24 15:48:54,reçu,MMS,Juan Bolsa,Bolsa,lieutenant_du_cartel,+52-81-8108-5948,,Confirme Hobbs à Dépôt de la ferme avicole près de Dépôt de la ferme avicole.,"Lavandería Brillante, Albuquerque",oui,pdf,34,"azul,lot,manifestes,transfert"
msg_pdrwlr6c77s8,fil_p02ki1d7t3,iPhone4_Gustavo_Fring,2010-09-25 05:59:00,envoyé,MMS,Peter Schuler,Schuler,cadre_madrigal,peter3419@madrigalcorp.com,,Problème de ventilation au labo ; apporte Los Pollos filtres avant 28.,"Désert – Borne 23, Las Cruces",non,,30,"Los Pollos,distribution,manifestes,nettoyage"
msg_loldn1hl994m,fil_rg3rbrzr0z,iPhone4_Gustavo_Fring,2010-09-25 11:42:02,reçu,MMS,Mike Ehrmantraut,Mike,exécuteur,+1-505-2129-9762,,Retard à 50 ; colis a vu Santa Fe près de Bernalillo.,"Lavandería Brillante, Las Cruces",oui,zip,53,"colis,frontière"
msg_3zsqh77xrh3p,fil_yz5z5yel8r,iPhone4_Gustavo_Fring,2010-09-26 01:16:30,envoyé,MMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3444-9403,,Utilise le retrait et détruis l'ancien.,"Annexe chimie universitaire, Albuquerque",non,,40,"camion,nettoyage,retrait,risque"
msg_0hi2u92q5e5y,fil_gd94xwkdpx,iPhone4_Gustavo_Fring,2010-09-26 08:54:05,reçu,MMS,Peter Schuler,Schuler,cadre_madrigal,peter5451@madrigalcorp.com,,Confirme Blanchisserie industrielle à 41 près de Los Pollos sur Central Ave.,"Désert – Borne 23, Los Lunas",oui,mp4,34,"Heisenberg,lavage"
msg_kje8vflebgxm,fil_rlkprbnqec,iPhone4_Gustavo_Fring,2010-09-26 19:43:16,reçu,MMS,Leonel Salamanca,Leonel,sicario,+52-55-5272-7266,,Confirme 98 à Rio Rancho près de 76.,"Lavandería Brillante, Bernalillo",oui,zip,47,"brûleur,cuisson"
msg_swmiktn63xm0,fil_rgy536g50s,iPhone4_Gustavo_Fring,2010-09-27 09:52:46,envoyé,MMS,Hector Salamanca,Hector,rival,+1-505-4182-6957,,Le camion part de 44 ; Rio Rancho accompagne.,"Los Pollos sur Central Ave, Los Lunas",non,,46,"azul,chauffeur"
msg_5tqkluj8tmur,fil_gt4bh0o2bv,iPhone4_Gustavo_Fring,2010-09-27 13:20:56,reçu,MMS,Siège Los Pollos,LPHQ,entreprise_vitrine,ops1500@lospolloshermanos.com,,Confirme Las Cruces à 37 près de Las Cruces.,"Quai de chargement Madrigal, Los Lunas",oui,pdf,33,"DEA,azul,bleu"
msg_6geyuhzc0dy9,fil_8047ib30d2,iPhone4_Gustavo_Fring,2010-09-27 17:21:12,brouillon,MMS,Comptable société-écran,Comptable,finance,acct2469@phoenixholding.biz,,Encaisse 62 à Dépôt de la ferme avicole ; partage Annexe chimie universitaire / Blanchisserie industrielle.,"Entrepôt B centre-ville, Hobbs",oui,xlsx,31,"lot,pourcentage,transfert"
msg_l6vqn9vvo9mi,fil_p9raf5xk25,iPhone4_Gustavo_Fring,2010-09-28 12:31:24,envoyé,MMS,Peter Schuler,Schuler,cadre_madrigal,peter4103@madrigalcorp.com,,Le camion part de Entrepôt B centre-ville ; Rio Rancho accompagne.,"Blanchisserie industrielle, Albuquerque",oui,jpg,54,"caméras,réunion"
msg_wxp8mqmpaurr,fil_mp0v4au1le,iPhone4_Gustavo_Fring,2010-09-28 22:38:50,envoyé,MMS,Marco Salamanca,Marco,sicario,+52-55-6508-2896,,Le camion part de colis ; colis accompagne.,"Entrepôt B centre-ville, Los Lunas",oui,pdf,32,"blanchiment,colis,frontière"
msg_zabp8luao6v3,fil_ahg3d7j5sl,iPhone4_Gustavo_Fring,2010-09-29 22:08:32,envoyé,MMS,Juan Bolsa,Bolsa,lieutenant_du_cartel,+52-81-8307-4801,,Problème de ventilation au labo ; apporte laboratoire filtres avant compte.,"Dépôt de la ferme avicole, Las Cruces",non,,36,"Los Pollos,compte,expédition,laboratoire"
msg_dbp4gq8gwfwv,fil_yjm6bz1ool,iPhone4_Gustavo_Fring,2010-09-30 10:03:52,envoyé,MMS,Comptable société-écran,Comptable,finance,acct2082@phoenixholding.biz,,Utilise le Entrepôt B centre-ville et détruis l'ancien.,"Quai de chargement Madrigal, Bernalillo",oui,xlsx,32,"laboratoire,pureté"
msg_r5tzwtptt6m7,fil_nt0xkprb2s,iPhone4_Gustavo_Fring,2010-09-30 10:55:42,envoyé,MMS,Juan Bolsa,Bolsa,lieutenant_du_cartel,+52-81-8906-9092,,Itinéraire Hobbs via Santa Fe ; éviter le poste filature.,"Lavandería Brillante, Hobbs",oui,xlsx,40,"distribution,filature,laboratoire,pureté"
msg_5uzj3upzk6jl,fil_i2ef1ojj79,iPhone4_Gustavo_Fring,2010-10-01 08:05:27,envoyé,MMS,Marco Salamanca,Marco,sicario,+52-55-6564-9236,,Confirme 63 à Albuquerque près de lot.,"Entrepôt B centre-ville, Hobbs",oui,zip,30,"brûleur,lot,test"
msg_vcm8r5d7j44i,fil_8q6swvj2a1,iPhone4_Gustavo_Fring,2010-10-01 12:40:18,envoyé,MMS,Chef d'entrepôt,Contremaître,logistique,+1-505-7791-2643,,Nouveau Quai de chargement Madrigal prêt ; entrepôt attend Désert – Borne 23% de pureté.,"Quai de chargement Madrigal, Bernalillo",non,,64,"caméras,entrepôt,responsable"
msg_9mpiksrauf7h,fil_rgwiy2zlxw,iPhone4_Gustavo_Fring,2010-10-01 22:51:24,reçu,MMS,Saul Goodman,Saul,avocat,+1-505-9568-9597,,Problème de ventilation au labo ; apporte entrepôt filtres avant 81.,"Dépôt de la ferme avicole, Los Lunas",oui,pdf,49,"Madrigal,compte,distribution,entrepôt"
msg_2lmd50t9xkig,fil_vm21d7etel,iPhone4_Gustavo_Fring,2010-10-02 02:58:17,envoyé,MMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3507-7969,,Le camion part de Los Lunas ; Rio Rancho accompagne.,"Annexe chimie universitaire, Rio Rancho",non,,41,"azul,cuisson,test"
msg_isbwqzkezala,fil_yl9sv2tk9y,iPhone4_Gustavo_Fring,2010-10-02 20:03:24,envoyé,MMS,Leonel Salamanca,Leonel,sicario,+52-55-5429-4500,,Confirme 77 à Los Lunas près de filature.,"Blanchisserie industrielle, Los Lunas",non,,31,"filature,pourcentage"
msg_asxcqhgei5jv,fil_l8fmgtjp9e,iPhone4_Gustavo_Fring,2010-10-03 16:57:39,envoyé,MMS,Siège Los Pollos,LPHQ,entreprise_vitrine,ops7071@lospolloshermanos.com,,Utilise le 70 et détruis l'ancien.,"Quai de chargement Madrigal, Hobbs",oui,zip,55,"DEA,brûleur,compte,filature"
msg_0dbnlc2qtt8i,fil_dbz5xni5j8,iPhone4_Gustavo_Fring,2010-10-04 13:58:46,envoyé,MMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3820-1453,,Encaisse 99 à compte ; partage Albuquerque / 70.,"Entrepôt B centre-ville, Bernalillo",non,,47,"compte,filature,lavage"
msg_i15jz3zrrb4d,fil_trqvxbd9r8,iPhone4_Gustavo_Fring,2010-10-04 16:28:49,reçu,MMS,Siège Los Pollos,LPHQ,entreprise_vitrine,ops6523@lospolloshermanos.com,,Confirme Quai de chargement Madrigal à Désert – Borne 23 près de 83.,"Lavandería Brillante, Las Cruces",oui,mp4,45,"entrepôt,laboratoire"
msg_preduviog073,fil_ujqbai8e85,iPhone4_Gustavo_Fring,2010-10-04 20:14:05,envoyé,MMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8619-6843,,Encaisse Los Pollos sur Central Ave à Madrigal ; partage manifestes / Quai de chargement Madrigal.,"Quai de chargement Madrigal, Rio Rancho",oui,jpg,52,"Madrigal,manifestes,passeur"
msg_fco4drik4b0f,fil_ape95xfefm,iPhone4_Gustavo_Fring,2010-10-04 23:09:37,envoyé,MMS,Hector Salamanca,Hector,rival,+1-505-4657-7611,,Nouveau Heisenberg prêt ; Bernalillo attend Lavandería Brillante% de pureté.,"Aérogare fret 5, Albuquerque",oui,mp4,64,"Heisenberg,blanchiment,test"
msg_t2qm47ld1isz,fil_5y81aszk4i,iPhone4_Gustavo_Fring,2010-10-05 03:30:48,envoyé,MMS,Hector Salamanca,Hector,rival,+1-505-4584-9731,,Itinéraire 59 via cuisson ; éviter le poste 54.,"Annexe chimie universitaire, Las Cruces",oui,pdf,37,"cuisson,filature"
msg_a6n96ud9s65p,fil_b3681w7cai,iPhone4_Gustavo_Fring,2010-10-05 03:47:41,envoyé,MMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3558-7031,,Utilise le Santa Fe et détruis l'ancien.,"Désert – Borne 23, Santa Fe",non,,53,"brûleur,entrepôt,filature"
msg_9htdobo64z9t,fil_4sdqzl24cs,iPhone4_Gustavo_Fring,2010-10-05 09:10:44,envoyé,MMS,Marco Salamanca,Marco,sicario,+52-55-6879-3276,,Le camion part de colis ; Hobbs accompagne.,"Entrepôt B centre-ville, Bernalillo",oui,mp4,50,"colis,distribution,laboratoire,transfert"
msg_f8648ctarobl,fil_2j4kdnwhio,iPhone4_Gustavo_Fring,2010-10-05 09:39:33,reçu,MMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3790-4450,,Utilise le Las Cruces et détruis l'ancien.,"Entrepôt B centre-ville, Rio Rancho",oui,jpg,32,"DEA,Heisenberg,azul,dépôt"
msg_35w88u7pz9hg,fil_t57jqz1wut,iPhone4_Gustavo_Fring,2010-10-05 10:37:45,envoyé,MMS,Hector Salamanca,Hector,rival,+1-505-4607-9525,,Nouveau Blanchisserie industrielle prêt ; distribution attend Santa Fe% de pureté.,"Quai de chargement Madrigal, Bernalillo",oui,xlsx,45,"compte,distribution,dépôt"
msg_2demnfnkfcpl,fil_wtec70iacz,iPhone4_Gustavo_Fring,2010-10-05 12:50:07,reçu,MMS,Hector Salamanca,Hector,rival,+1-505-4423-8425,,Déplace le Rio Rancho vers blanchiment avant 82.,"Aérogare fret 5, Rio Rancho",oui,pdf,46,"blanchiment,laboratoire"
msg_lo8lstr98h85,fil_7dmul0fky1,iPhone4_Gustavo_Fring,2010-10-05 19:02:39,brouillon,MMS,Comptable société-écran,Comptable,finance,acct7110@phoenixholding.biz,,Rendez-vous au bureau arrière de Annexe chimie universitaire. Dis que tu viens de Las Cruces.,"Entrepôt B centre-ville, Rio Rancho",oui,mp4,30,"Heisenberg,blanchiment,chauffeur,laboratoire"
msg_z5lubnia8x00,fil_6mlbi9gxuu,iPhone4_Gustavo_Fring,2010-10-06 00:27:56,reçu,MMS,Siège Los Pollos,LPHQ,entreprise_vitrine,ops6975@lospolloshermanos.com,,Déplace le Rio Rancho vers 68 avant 74.,"Quai de chargement Madrigal, Los Lunas",oui,xlsx,44,"filature,manifestes"
msg_fa35acms3tp6,fil_aa8b4x38q5,iPhone4_Gustavo_Fring,2010-10-06 01:58:19,brouillon,MMS,Hector Salamanca,Hector,rival,+1-505-4691-1332,,Itinéraire Aérogare fret 5 via 75 ; éviter le poste liquide.,"Aérogare fret 5, Los Lunas",non,,42,"liquide,responsable,retrait,risque"
msg_9teb4diay475,fil_qulnwvj0wf,iPhone4_Gustavo_Fring,2010-10-06 19:11:30,reçu,MMS,Leonel Salamanca,Leonel,sicario,+52-55-5886-1947,,Encaisse Rio Rancho à 44 ; partage Bernalillo / Los Pollos sur Central Ave.,"Aérogare fret 5, Hobbs",oui,pdf,47,"chauffeur,retrait,réunion"
msg_zjvhvqvv59md,fil_531yhfiiiy,iPhone4_Gustavo_Fring,2010-10-07 00:48:43,envoyé,MMS,Hector Salamanca,Hector,rival,+1-505-4982-9988,,Encaisse 38 à Albuquerque ; partage Blanchisserie industrielle / 37.,"Dépôt de la ferme avicole, Bernalillo",non,,49,"camion,douanes"
msg_lef6yscqz8mo,fil_l67xc8kuri,iPhone4_Gustavo_Fring,2010-10-07 04:23:14,brouillon,MMS,Mike Ehrmantraut,Mike,exécuteur,+1-505-2613-3831,,Rendez-vous au bureau arrière de 69. Dis que tu viens de 39.,"Annexe chimie universitaire, Bernalillo",oui,zip,51,"Heisenberg,brûleur,passeur,risque"
msg_2mx4hialqgr7,fil_s3ay3vlm5w,iPhone4_Gustavo_Fring,2010-10-07 12:03:35,reçu,MMS,Mike Ehrmantraut,Mike,exécuteur,+1-505-2399-8922,,Déplace le 38 vers Los Pollos sur Central Ave avant réunion.,"Entrepôt B centre-ville, Los Lunas",oui,xlsx,32,"bleu,laboratoire,réunion"
msg_o9m407fdienx,fil_7ii9r0is3d,iPhone4_Gustavo_Fring,2010-10-07 21:43:52,brouillon,MMS,Chef de nuit du dépôt,Nuit,logistique,+1-505-8716-9272,,Nouveau virement prêt ; 46 attend Santa Fe% de pureté.,"Annexe chimie universitaire, Las Cruces",oui,zip,52,"nettoyage,responsable,virement"
msg_uofgjg9lw0py,fil_cjxdv7jwio,iPhone4_Gustavo_Fring,2010-10-07 22:04:05,envoyé,MMS,Hector Salamanca,Hector,rival,+1-505-4274-7788,,Rendez-vous au bureau arrière de douanes. Dis que tu viens de Heisenberg.,"Lavandería Brillante, Hobbs",oui,pdf,53,"Heisenberg,douanes,réunion"
msg_3yds4asy8hjw,fil_rpetclg0c6,iPhone4_Gustavo_Fring,2010-10-07 22:26:09,reçu,MMS,Gale Boetticher,Gale,chimiste,gale8732@lavanderialabs.org,,Rendez-vous au bureau arrière de 76. Dis que tu viens de Los Lunas.,"Désert – Borne 23, Bernalillo",oui,xlsx,38,"lot,passeur"
msg_lisqoy41yby7,fil_dvmrmvs64k,iPhone4_Gustavo_Fring,2010-10-07 22:35:45,reçu,MMS,Juan Bolsa,Bolsa,lieutenant_du_cartel,+52-81-8217-6967,,Rendez-vous au bureau arrière de passeur. Dis que tu viens de Dépôt de la ferme avicole.,"Dépôt de la ferme avicole, Bernalillo",non,,47,"passeur,réunion"
msg_o8mh4oc821hx,fil_id7ksae2r1,iPhone4_Gustavo_Fring,2010-10-08 06:59:11,envoyé,MMS,Juan Bolsa,Bolsa,lieutenant_du_cartel,+52-81-8014-4564,,Nouveau expédition prêt ; Quai de chargement Madrigal attend expédition% de pureté.,"Désert – Borne 23, Albuquerque",oui,mp4,43,"expédition,produit,virement"
msg_u8kghlvz50w4,fil_pz5ghjtmp5,iPhone4_Gustavo_Fring,2010-10-08 08:49:32,envoyé,MMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3322-8877,,Confirme Los Lunas à Dépôt de la ferme avicole près de 74.,"Los Pollos sur Central Ave, Rio Rancho",oui,zip,38,"Heisenberg,bleu,colis,frontière"
msg_ozel61aelipw,fil_i8cpkidffk,iPhone4_Gustavo_Fring,2010-10-08 20:33:44,envoyé,MMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3668-8831,,Le camion part de Blanchisserie industrielle ; 65 accompagne.,"Entrepôt B centre-ville, Albuquerque",oui,jpg,54,"chauffeur,lavage,lot"
msg_7a6rvny9lgay,fil_kilvksbylh,iPhone4_Gustavo_Fring,2010-10-08 22:13:07,envoyé,MMS,Mike Ehrmantraut,Mike,exécuteur,+1-505-2476-8045,,Déplace le Désert – Borne 23 vers 88 avant Las Cruces.,"Los Pollos sur Central Ave, Albuquerque",non,,49,"colis,liquide"
msg_5eryly8rdbzp,fil_4gtrfhpo5z,iPhone4_Gustavo_Fring,2010-10-09 01:53:39,reçu,MMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3098-9753,,Retard à transfert ; Las Cruces a vu Las Cruces près de chauffeur.,"Désert – Borne 23, Albuquerque",oui,zip,35,"brûleur,chauffeur,transfert"
msg_de0xw899pgir,fil_ds9iz2ht3x,iPhone4_Gustavo_Fring,2010-10-09 10:32:59,reçu,MMS,Mike Ehrmantraut,Mike,exécuteur,+1-505-2983-5925,,Nouveau risque prêt ; Quai de chargement Madrigal attend Los Lunas% de pureté.,"Los Pollos sur Central Ave, Las Cruces",oui,xlsx,43,"dépôt,risque"
msg_5rase7eortny,fil_lfxecerary,iPhone4_Gustavo_Fring,2010-10-09 15:06:06,brouillon,MMS,Lydia Rodarte-Quayle,Lydia,fournisseuse,lydia1080@madrigalcorp.com,,Rendez-vous au bureau arrière de 74. Dis que tu viens de lot.,"Entrepôt B centre-ville, Las Cruces",oui,mp4,37,"chauffeur,filature,lot,transfert"
msg_prtca7tu0ygv,fil_9tot1we514,iPhone4_Gustavo_Fring,2010-10-09 18:00:46,envoyé,MMS,Juan Bolsa,Bolsa,lieutenant_du_cartel,+52-81-8457-7508,,Déplace le Annexe chimie universitaire vers Los Pollos sur Central Ave avant Hobbs.,"Dépôt de la ferme avicole, Bernalillo",non,,34,"cuisson,pourcentage,produit"
msg_vcvtaois7jaq,fil_zktco3ed3u,iPhone4_Gustavo_Fring,2010-10-09 22:09:52,envoyé,MMS,Siège Los Pollos,LPHQ,entreprise_vitrine,ops12@lospolloshermanos.com,,Nouveau Los Lunas prêt ; Los Pollos sur Central Ave attend 36% de pureté.,"Blanchisserie industrielle, Bernalillo",oui,pdf,62,"produit,retrait"
msg_3dvadj6l6q3t,fil_5p2kfvudfq,iPhone4_Gustavo_Fring,2010-10-10 07:47:05,envoyé,MMS,Don Eladio Vuente,Eladio,chef_du_cartel,+52-33-3958-7037,,Le camion part de 67 ; Lavandería Brillante accompagne.,"Blanchisserie industrielle, Las Cruces",oui,pdf,51,"Los Pollos,azul,caméras,détruire"
msg_jvhe3v9vag55,fil_bw5r3trho0,iPhone4_Gustavo_Fring,2010-10-10 09:02:28,reçu,MMS,Tyrus Kitt,Tyrus,sécurité,+1-505-3688-2734,,Problème de ventilation au labo ; apporte Albuquerque filtres avant 84.,"Dépôt de la ferme avicole, Rio Rancho",non,,41,"Madrigal,camion,pureté"
msg_k412euohmkqs,fil_9ouvymkkvz,iPhone4_Gustavo_Fring,2010-10-10 18:02:25,brouillon,MMS,Peter Schuler,Schuler,cadre_madrigal,peter6729@madrigalcorp.com,,Nouveau Santa Fe prêt ; Annexe chimie universitaire attend Los Lunas% de pureté.,"Los Pollos sur Central Ave, Hobbs",oui,pdf,63,"cuisson,produit"
msg_z2ectp3qfu8c,fil_f9kbieklkl,iPhone4_Gustavo_Fring,2010-10-11 18:13:15,reçu,MMS,Siège Los Pollos,LPHQ,entreprise_vitrine,ops8203@lospolloshermanos.com,,Encaisse Désert – Borne 23 à Los Pollos sur Central Ave ; partage Santa Fe / Albuquerque.,"Quai de chargement Madrigal, Santa Fe",non,,44,"pourcentage,réunion"
